logo,title,company,location,min_company_size,max_company_size,type_of_work,requirement,job_level,description,min_work_experience,max_work_experience,qualification,currency,min_salary,max_salary,time,link
https://jobindo.com/mobile/thumbnails/680089395.jpg,Admin Legal,PT. Trimaxindo International Indonesia,"Jakarta Barat, DKI Jakarta",0,0,,"Persyaratan 
 Umur max 28 tahun 
 Pria / Wanita 
 Minimal S1 Hukum 
 Berdomisili di Jakarta Barat 
 Memiliki pengalaman minimal 2 tahun",,"
 Deskripsi Pekerjaan
Menguasai dokumen - dokumen terkait kontrak
Memproses pengajuan surat - surat yang berkaitan dengan legalitas
Memproses pengajuan untuk memperpanjang surat - surat
Mengurusi asset - asset yang dimiliki perusahaan

",0,2,Sarjana ,,0,0,01/01/1970 00:00:00,https://jobindo.com/Lowongan-Pekerjaan-admin-legal-28675.html
https://jobindo.com/mobile/thumbnails/48948180.jpg,Sales Executive,PT. Pro Energi,"Jakarta Selatan, DKI Jakarta",0,0,,"Persyaratan 
 
 Pendidikan minimal D3/S1 semua Jurusan 
 Minimal mempunyai pengalaman selama 2 tahun sebagain sales corporate 
 Memiliki kemampuan komunikasi interpersonal yang baik, serta mampu bekerjasama dengan team 
 Mampu bernegosiasi dan mempunyai kemampuan komunikasi yang baik 
 Mempunyai networking yang luas 
 Memiliki ketertarikan pada dunia sales/marketing, motivasi tinggi dan dinamis 
 Mempunyai SIM A atau C 
 Mempunyai kendaraan pribadi (mobil/motor)",,,0,2,Sarjana ,,0,0,20/01/2018 15:51:00,https://jobindo.com/Lowongan-Pekerjaan-sales-executive-28972.html
https://jobindo.com/mobile/thumbnails/50120327.jpg,Staff Teknisi Listrik,PT. Kulit Sehat Indonesia,"Jakarta Barat, DKI Jakarta",0,0,,"Persyaratan 
 Pria, Pendidikan Minimal SMK – Elektro dan Usia tidak lebih dari 27 tahun. 
 Pengalaman   minimal : 2 tahun  sebagai  Teknisi Listrik  di proyek Elekrical (Arus Kuat) 
 Pengalaman dan Menguasai Penanganan Project Penangan Instalasi LED. 
 Diutamakan bagi yang membuat estimasi atas perhitungan biaya proyek. 
 Menguasai/ fasih dalam menggunakan  Autocad 2D dan 3D, sketch program  , dan microsoft office dan  microsoft project 
 Memahami Standard instalasi : PUIL ; SNI maupun standard yang lain. 
 Memahami spesifikasi teknis pekerjaan MEP. 
 Mampu menghitung dan mengerti struktur dan schedule proyek 
 Berbahasa inggris secara aktif (lisan dan tulisan) 
 Bersedia ditempatkan di proyek diseluruh Indonesia",,,2,5,SLTA/Sederajat ,,0,0,01/01/1970 00:00:00,https://jobindo.com/Lowongan-Pekerjaan-staff-teknisi-listrik-32779.html
https://jobindo.com/mobile/thumbnails/53640343.jpg,Marketing Representative (Jakarta Barat),PT.Elabram Systems,"Jakarta Barat, DKI Jakarta",0,0,,"Persyaratan 
 Pria/wanita 
 Usia max.38th 
 Pendidikan min.SMA sederajat 
 Pengalaman & NON pengalaman 
 Memiliki kendaraan bermotor 
 Menyukai tantangan 
 Siap bekerja dilapangan 
 Penempatan di cabang wilayah  Jakarta Barat",,"
 Deskripsi Pekerjaan
Melakukan akusisi nasabah rekening ponsel
mencari calon agen/mitra usaha
Melakukan persiapan on boarding agen (training, verifikasi, pemasangan POSM, geo tagging)
Melakukan pelaporan dari kunjungan verifikasi calon agen/nasabah.

",0,2,SLTA/Sederajat ,,0,0,01/01/1970 00:00:00,https://jobindo.com/Lowongan-Pekerjaan-marketing-representative-jakarta-30751.html
https://jobindo.com/mobile/thumbnails/81356925.jpg,Bussiness Development,PT. ZETACOMM,"Jakarta Pusat, DKI Jakarta",0,0,,"Persyaratan 
 Pria/wanita Usia maksimal 30 tahun 
 Pendidikan minimal SLTA/sederajat 
 Memiliki kendaraan sendiri & Sim yang masih aktif 
 Dapat mengoperasikan PC (min MS.Word & Excell) 
 Dapat berkerja dibawah tekanan & target oriented 
 Diutamakan yang sudah berpengalaman sebagai marketing bidang industri",,"
 Deskripsi Pekerjaan
Melakukan proses penawaran kepada calon Clien mulai dari perkenalan, negosiasi sampai dengan closing
melakukan penjualan sesuai dengan target yang diberikan
mencari & menciptakan permintaan clien baru
melakukan presentasi ke calon client perihal produk/jasa yang ditawarkan
menyiapkan laporan penjualan harian mengenai kegiatan/follow up calon clien baru

",0,2,SLTA/Sederajat ,,0,0,01/01/1970 00:00:00,https://jobindo.com/Lowongan-Pekerjaan-bussiness-development-11010.html
https://image-service-cdn.seek.com.au/5c25359addba73a0ab95cbab4a0fb784e3814737/ee4dce1061f3f616224767ad58cb2fc751b8d2dc,QA SUPERVISOR,PT Ultra Sakti,Bekasi,0,0,Penuh Waktu,"Manufaktur ,  Penjaminan Kualitas / QA",Supervisor/Koordinator,"Pendidikan minimal Apoteker atau setara. Lebih disukai dengan pengalaman minimal 1 tahun dalam bidang Industri Manufaktur Farmasi Terbuka untuk lulusan baru Keterampilan yang harus dimiliki: detail, ketelitian, komunikasi & kerja sama Lebih disukai Supervisor/Koordinator khusus dalam Kesehatan - Farmasi atau setara. Bersedia ditempatkan di  BEKASI",1,0,Sarjana (S1),,0,0,22/12/2022 00:45:46,https://www.jobstreet.co.id/id/job/qa-supervisor-4152980?jobId=jobstreet-id-job-4152980&sectionRank=19390&token=0~c0ef8d34-3204-4540-99a3-8e7b37c87d23&fr=SRP%20Job%20Listing
https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/e3f9606827ae5010a7d3415c2c623d9e.png,Social Media Marketing Officer,Pt Ada Ide Langsung Jalan,Malang,0,0,Penuh Waktu,Marketing | Skills Search Engine Optimization (SEO) Social Media Marketing Digital Marketing,,"Deskripsi pekerjaan Social Media Marketing Officer Pt Ada Ide Langsung Jalan Kualifikasi - Usia maks. 35 tahun - Pendidikan minimal S1 semua jurusan Statistika, Data Science, Matematika, atau Teknik Informatika  - Mengikuti pelatihan Digital Marketing atau pelatihan Facebook Ads dan Instagram Ads - Pengalaman kerja relevan Social Media Marketer, Specialis Iklan Berbayar, SEO Specialist, SEM Specialist, Digital Marketing Strategist, Google Advertiser, Facebook/Instagram Advertiser",1,3,,IDR,3.100.000,3.800.000,01/01/1970 00:00:00,https://glints.com/id/opportunities/jobs/social-media-marketing-officer/9c260444-3a8f-4336-814b-227025132278
https://jobindo.com/mobile/thumbnails/32087294.jpg,Perawat Gigi,Alya Esthetic Center,"Malang, Jawa Timur",0,0,,"Persyaratan 
 Laki-laki / Perempuan 
 Usia Max 30 Tahun 
 Berpenampilan menarik 
 Memiliki STR Aktif 
 D3 Perawat Gigi",,"
 Deskripsi Pekerjaan
Perawat Gigi
Asisten Dokter Gigi
Siap Belajar dan melakukan tindakan menggunakan alat medis terbaru

",0,2,Diploma 3 ,,0,0,01/01/1970 00:00:00,https://jobindo.com/Lowongan-Pekerjaan-perawat-gigi-28276.html
,Dosen/Tutor,Politeknik Industri Nusantara,Bali,1,50,Penuh Waktu,"Pendidikan/Pelatihan ,  Pendidikan",Pegawai (non-manajemen & non-supervisor),Kualifikasi Dosen : Usia maksimal 58 tahun Berijazah minimal Program Magister Kualifikasi Tutor : Berstatus sebagai karyawan di Mitra Kerja sesuai Jurusan Berijazah minimal D3 Pengalaman minimal 3 tahun sesuai jurusan Memiliki Sertifikat Keahlian/Kompetensi yang masih berlaku sesuai jurusan,3,0,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",,0,0,20/12/2022 07:12:45,https://www.jobstreet.co.id/id/job/dosen-tutor-4150690?jobId=jobstreet-id-job-4150690&sectionRank=29438&token=0~1b9f45a3-3c7c-4248-969f-8f699f9ccd2c&fr=SRP%20Job%20Listing
https://jobindo.com/mobile/thumbnails/254431166.jpg,SPG (Pasar baru),PT. Raja Golf,"Jakarta Pusat, DKI Jakarta",0,0,,"Persyaratan 
 
 
 SMA/SMK 
 Wanita / Maksimal Usia 25 Tahun 
 Minimal Pengalaman 1 Tahun 
 Single/belum menikah. 
 Memiliki komunikasi dan berprikebadian yang baik dan menarik. 
 Dinamis, dapat bekerja sama (dalam sebuah tim kerja) dan dapat bekerja secara independen. 
 Memiliki sikap kerja yang baik, disiplin dan berdedikasi.",,,0,2,SLTA/Sederajat ,,0,0,01/01/1970 00:00:00,https://jobindo.com/Lowongan-Pekerjaan-spg-pasar-baru-6217.html
https://jobindo.com/mobile/thumbnails/18815122.jpg,Senior Teknisi CCTV,BUZZ CCTV,"Jakarta Barat, DKI Jakarta",0,0,,"Persyaratan 
 Minimal 1 tahun pengalaman dibidang yang sama 
 Pria, umur diutamakan di bawah 35 tahun 
 Pengalaman minimal 1 tahun di bidang Teknisi CCTV 
 Pendidikan min. SMK/SMA/MA/Sederajat 
 Punya kendaraan bermotor sendiri dan memiliki SIM C 
 Jujur, disiplin dan tanggung jawab 
 Rajin masuk kerja, tidak bolos 
 Bisa masuk kerja di hari Minggu/libur jika diperlukan sewaktu-waktu (situasional) 
 Bisa selalu dihubungi kapanpun juga (telepon aktif 24 jam) 
 Bisa berkomunikasi ke rekan kerja dan pelanggan dengan baik 
 Ada pengalaman Instalasi dan Setting CCTV 
 Gaji bisa nego",,"
 Deskripsi Pekerjaan
Datang ke lokasi pelanggan yang mau dipasangi CCTV untuk melakukan pemasangan
Datang ke lokasi pelanggan yang komplain karena CCTV bermasalah
Datang ke lokasi pelanggan yang ingin disetting router internetnya supaya bisa lihat CCTV di smartphone
Datang ke lokasi pelanggan/calon pelanggan yang ingin disurvei pemasangan CCTV dan memberikan saran ternaik kepada pelanggan terkait titik-titik pemasangan
Berkoordinasi ke sesama rekan kerja dan bekerja sama dalam hal pemasangan CCTV
Mengambil barang CCTV/alat security lain dari Buzz untuk dicek berfungsi tidaknya dan atau mengirim barang CCTV/alat security lain pesanan pelanggan ke lokasi tujuan

",0,2,SLTA/Sederajat ,,0,0,23/05/2018 12:25:00,https://jobindo.com/Lowongan-Pekerjaan-senior-teknisi-cctv-33612.html
https://jobindo.com/mobile/thumbnails/40014444.jpg,Sales (Yogyakarta),PT Gizitatapangan Sejahtera,"Yogyakarta, DI Yogyakarta",0,0,,"Persyaratan 
 Pengalaman mi 6 bulan 
 Pria",,"
 Deskripsi Pekerjaan
Cek stock yang ada di toko
Memajang stock, mengeluarkan stock yang ada di gudang di toko
Bersedia dinas keluar kota untuk merapikan pajangan di area sukabumi, cianjur, subang, pamanukan, patrol, purwakarta dan karawang
Melakukan promosi di toko dengan cara membanded produk, pompa balon
Bisa melakukan negosiasi PO dan pajangan ke pihak toko
Mampu koordinasi aktif dengan pihak toko dan salesman distributor untuk mencapai target
Cek stock di gudang distributor
Memiliki fisik dan mental yang kuat

",0,2,SLTA/Sederajat ,,0,0,01/01/1970 00:00:00,https://jobindo.com/Lowongan-Pekerjaan-sales-yogyakarta-29466.html
https://image-service-cdn.seek.com.au/88b0f18276f21e7eb425c6c03e2fd1c601b7bffa/ee4dce1061f3f616224767ad58cb2fc751b8d2dc,Data Analyst,Cimory Group,Jakarta Barat,1001,2000,Penuh Waktu,"Sumber Daya Manusia/Personalia ,  Staf / Administrasi umum",Pegawai (non-manajemen & non-supervisor),Responsibilities: Mengolah raw data system ASIS by Excel Validasi penginputan data omset dari distributor Requirements: D3 atau S1 semua jurusan Menguasai Microsoft Office terutama Excel & Powerpoint Memiliki kemampuan berkomunikasi yang baik,1,0,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",,0,0,23/12/2022 04:42:33,https://www.jobstreet.co.id/id/job/data-analyst-4154899?jobId=jobstreet-id-job-4154899&sectionRank=16347&token=0~6810fe50-f65b-4e96-a1dd-0f212357fbf1&fr=SRP%20Job%20Listing
https://jobindo.com/mobile/thumbnails/48717459.jpg,Maintenance Manager,PT. Prima Kemasindo,"Bekasi, Jawa Barat",0,0,,"Persyaratan 
 Pria, usia maks. 35 tahu 
 Pendidikan min. S1 Elektro/ Teknik Mesin 
 Pengalaman minimal 5 tahun di bidang yang sama di industri makanan 
 Pengalaman dengan mesin ACS 
 Pengalaman dengan mesin filling/packing sachet 
 Memahami Total Preventive Maintenance 
 Menguasai listrik arus kuat 
 Menguasai mesin PLC/Servo 
 Bersedia ditempatkan di daerah Narogong, Bekasi",,"
 Deskripsi Pekerjaan
Menyusun jadwal pemeliharaan (Preventive Maintenance), perbaikan mesin dan peralatan serta fasilitas produksi lain (Service) agar produksi dapat berjalan lancar
Menyusun Program dan Rencana Kerja untuk Departemen Maintenance berdasarkan Rencana Pemeliharaan dan Perbaikan.
Mengawasi pelaksanaan pemeriksaan dan pemeliharaan berkala, perbaikan mesin & peralatan, instalasi listrik dan sarana penunjang lainnya
Menyusun pedoman dan petunjuk kerja pemeliharaan dan perbaikan mesin produksi, sarana penunjang dan infrastruktur lainnya dengan melakukan kualifikasi design, instalasi, operasional, kinerja serta kalibrasi instrumen dan validasi mesin & alat.
Melaksanakan tugas-tugas lainnya yang dibebankan oleh Plant Manager ataupun dari Manajemen Perusahaan.
Mengadakan penilaian atas prestasi kerja bawahannya secara berkala sesuai kebutuhan

",5,10,Sarjana ,,0,0,29/12/2017 12:53:00,https://jobindo.com/Lowongan-Pekerjaan-maintenance-manager-28126.html
https://jobindo.com/mobile/thumbnails/94152212.jpg,SPG/SPB,PT. Asia Chemical Industri,"Jakarta Timur, DKI Jakarta",0,0,,"Persyaratan 
 Laki-Laki/ Perempuan 
 Usia<30th 
 Pendidikan min SMA/Sederajat 
 Memiliki pengalaman sebagai Sales min 1thn. 
 Berpenampilan menarik 
 Bisa menggunakan Bhs Ingg baik lisan maupun tulisan. 
 Penempatan di ACE Hardware Jakarta & Bogor.",,"
 Deskripsi Pekerjaan
Memperkenalkan produk ""Yucom""
Menjual produk ""Yucom""

",0,2,SLTA/Sederajat ,,0,0,25/08/2016 15:32:00,https://jobindo.com/Lowongan-Pekerjaan-spgspb-8847.html
https://jobindo.com/mobile/thumbnails/6436380.jpg,Pre-sales Assistant Manager,PT Securemetric Technology,"Jakarta Pusat, DKI Jakarta",0,0,,"Persyaratan 
 Good command of English is a must. 
 Excellent solutioning and organization skills. 
 Able to communicate complicated technical issue with effective presentation skills. 
 Willing to learn and possess good leadership skills. 
 Tenacious work attitude.  
 Must be highly motivated, proactive, possess positive attitude and have excellent organizational skills. 
 Excellent written and verbal communication skills with good interpersonal skills. 
 Ability to lead and motivate team members. 
 Able to meet deadlines along with working under pressure. 
 Willing to travel if required.",,"
 Deskripsi Pekerjaan
Assist in leading and managing the presales team.
Delegate and monitor the tasks of Pre-Sales team members.
Provide Pre-Sales support by offering technical recommendation to the Sales team and internal team members.
Conduct presentation and demonstration work.
Review technical consultancy provided to potential clients on the possible solution that Securemetric can offer.
Review the analysis of customer requirements.
Review the analysis and report on the technical feasibility of opportunities presented by Sales team.
Review the presentation and demonstration.
Review the tender submission preparations.
Review the POC preparation and execution.
Lead and coordinate the ""Solutioning"" process.
Lead and work with team members to generate project proposal and/or tender bid submission.
Any other tasks assigned by management deem necessary as and when required.

",2,5,Sarjana ,,0,0,26/06/2020 00:36:00,https://jobindo.com/Lowongan-Pekerjaan-presales-assistant-manager-54004.html
,Web Developer Wordpress,JasaWebsite.Biz,,0,0,,,,,0,0,,,0,0,28/12/2022 07:52:06,https://www.jobstreet.co.id/id/job/web-developer-wordpress-4159840?jobId=jobstreet-id-job-4159840&sectionRank=22476&token=0~b720e074-fba3-46d2-8c33-d4f4da711392&fr=SRP%20Job%20Listing
,LOGISTIC STAFF,PT JAYA ARMADA SEJATI MARITIM,Jakarta Barat,0,0,Penuh Waktu,"Pelayanan ,  Logistik/Rantai Pasokan",Pegawai (non-manajemen & non-supervisor),"Responsibility : The business content is to handle customs clearance and distribution in Indonesia,mainly responsible for communicating with local agent,truck vendor and customers, sorting and reviewing import documents, and following up on business progress. Office daily operations, occasionally need to go to the port or warehouse for supervision. Requirements: Master basic English communication and be able to use office software such as office Work meticulously and conscientiously, with strong sense of responsibility, willing to work with team members Willing to try new things, not afraid of the challenges encountered in the work, can actively overcome Learned or know about logistics is better Unlimited work experience Remark: Work office at APL tower Salary is negotiable (feel free to let us know if you have salary expectations)",1,0,Sarjana (S1),IDR,5.000.000 , 8.000.000 ,29/12/2022 03:44:57,https://www.jobstreet.co.id/id/job/logistic-staff-4160676?jobId=jobstreet-id-job-4160676&sectionRank=10518&token=0~46c83d3a-eec8-4a1d-a060-21ebf2d13d12&fr=SRP%20Job%20Listing
https://jobindo.com/mobile/thumbnails/84971972.jpg,Tentor Fisika,Sunshine Heart School,Jawa Tengah,0,0,,"Persyaratan 
 Pria / wanita usia 20 - 35 
 Pendidikan minimal s1 pendidikan fisika / ilmu murni 
 Mampu mengajar 
 Suka mengajar",,"
 Deskripsi Pekerjaan
memberikan soal kepada anak
memberikan materi pada anak didik
membuat rph dan rpp

",0,2,Sarjana ,,0,0,10/03/2018 16:24:00,https://jobindo.com/Lowongan-Pekerjaan-tentor-fisika-30953.html
https://jobindo.com/mobile/thumbnails/20284725.jpg,Accounting dan Finance,PT FAJAR LESTARI GROUP,"Makassar, Sulawesi Selatan",0,0,,"Persyaratan 
 Wanita 
 Usia max.30 Tahun 
 Pendidikan min. S1 Akuntansi 
 Mampu dalam mengoperasikan pengolahan data 
 Memiliki pengalaman min. 1 tahun 
 Mampu dalam bekerja Secara Individu maupin tim",,"
 Deskripsi Pekerjaan
Membuat Invoice Penagihan
Memastikan tagihan terkirim dan dibayar tepat waktu
Melakukan penagihan dan Follow Up
Membuat laporan bulanan
Melakukan input kas dan data transaksi jurnal harian
Menyiapkan dokumen penagihan ke customer
Menyusun Laporan keuangan perusahaan

",2,5,Diploma 3 ,,0,0,19/03/2021 06:57:00,https://jobindo.com/Lowongan-Pekerjaan-accounting-dan-finance-57423.html
